,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,MIS_Status,GrAppv,SBA_Appv,NAICS2,DiffJobs
742,MIAMI,FL,33193,BANK OF AMERICA NATL ASSOC,NC,334290,2002-12-10,2003-01-01,34,8,1.0,0,0,0,0,N,N,CHGOFF,100000.0,50000.0,33,0
743,DECATUR,GA,30030,BANK OF AMERICA NATL ASSOC,AL,0,1997-03-03,1997-01-01,60,7,1.0,0,0,0,0,-,N,P I F,155000.0,116250.0,0,0
744,EMPIRE,LA,95319,MISSISSIPPI RIVER BANK,LA,541940,2002-12-10,2003-01-01,36,8,1.0,0,0,0,2,Y,N,P I F,10000.0,5000.0,54,0
745,PALMDALE,CA,93550,CALIFORNIA BANK & TRUST,CA,621391,2002-12-10,2003-01-01,83,3,1.0,0,0,0,0,Y,N,P I F,86000.0,43000.0,62,0
746,LOS ANGELES,CA,90016,BANK OF AMERICA NATL ASSOC,CA,811420,2002-12-10,2003-01-01,14,1,1.0,0,0,0,0,Y,N,CHGOFF,42200.0,21100.0,81,0
747,LOS ANGELES,CA,90025,BANK OF AMERICA NATL ASSOC,CA,0,1997-03-03,1997-01-01,131,1,2.0,0,0,1,0,-,N,CHGOFF,346000.0,259500.0,0,0
748,POMONA,CA,91768,WELLS FARGO BANK NATL ASSOC,CA,339950,2002-12-18,2003-01-01,60,7,1.0,0,0,0,0,N,N,P I F,15000.0,7500.0,33,0
749,GARDEN GROVE,CA,92643,BANK OF AMERICA NATL ASSOC,CA,235930,1997-03-03,1997-01-01,300,45,1.0,0,0,0,0,-,N,P I F,477000.0,357750.0,23,0
750,COSTA MESA,CA,92626,WELLS FARGO BANK NATL ASSOC,CA,621111,2002-12-19,2003-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,36900.0,18450.0,62,0
751,CARSON,CA,90746,BANK OF AMERICA NATL ASSOC,CA,332214,2002-12-19,2003-01-01,36,7,2.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,33,0
752,GILMANTON,NH,3237,CITIZENS BANK NATL ASSOC,NH,0,1997-03-03,1997-01-01,84,2,2.0,0,0,0,0,N,Y,P I F,49000.0,39200.0,0,0
753,LA VERNE,CA,91750,WELLS FARGO BANK NATL ASSOC,CA,524298,2002-12-24,2003-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,10000.0,5000.0,52,0
754,MARTINEZ,CA,94553,WELLS FARGO BANK NATL ASSOC,CA,811111,2002-12-24,2003-01-01,84,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,81,0
755,DESERT HOT SPRINGS,CA,92240,BANK OF AMERICA NATL ASSOC,CA,561621,2002-12-24,2003-01-01,9,25,1.0,0,0,0,0,Y,N,CHGOFF,80000.0,40000.0,56,0
756,ORANGE,CA,92869,WELLS FARGO BANK NATL ASSOC,CA,484110,2002-12-26,2003-01-01,36,8,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,48,0
757,SEDONA,AZ,86336,JPMORGAN CHASE BANK NATL ASSOC,AZ,561431,2002-12-27,2003-01-01,84,8,1.0,0,0,1,0,N,N,P I F,90000.0,45000.0,56,0
758,MAYWOOD,CA,90270,BANK OF AMERICA NATL ASSOC,CA,812320,1997-03-03,1997-01-01,120,2,1.0,0,0,0,0,-,N,P I F,320000.0,240000.0,81,0
759,HACIENDA HEIGHTS,CA,91745,BANK OF AMERICA NATL ASSOC,CA,928120,2002-12-27,2003-01-01,36,3,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,92,0
760,HIALEAH,FL,33010,BANK OF AMERICA NATL ASSOC,NC,928120,2002-12-27,2003-01-01,34,5,1.0,0,0,0,0,N,N,CHGOFF,100000.0,50000.0,92,0
761,PAOLI,PA,19301,CITIZENS BANK NATL ASSOC,PA,0,1997-03-03,1997-01-01,84,10,1.0,0,0,0,0,N,Y,P I F,100000.0,80000.0,0,0
762,HESPERUS,CO,81326,CALIFORNIA BANK & TRUST,CA,722110,2002-12-27,2003-01-01,78,20,1.0,0,0,0,2,Y,N,P I F,50000.0,25000.0,72,0
763,SCOTTSDALE,AZ,85254,WELLS FARGO BANK NATL ASSOC,AZ,0,1997-03-03,1997-01-01,99,25,1.0,0,0,0,0,-,N,P I F,622000.0,466500.0,0,0
764,HESPERUS,CO,81326,CALIFORNIA BANK & TRUST,CA,722110,2002-12-27,2003-01-01,60,20,1.0,0,0,0,2,N,N,P I F,50000.0,25000.0,72,0
765,MARION,IA,43302,U.S. BANK NATIONAL ASSOCIATION,IA,621310,1997-03-03,1997-01-01,60,4,2.0,0,0,0,0,N,Y,P I F,65787.0,52630.0,62,0
766,LA MESA,CA,91941,CALIFORNIA BANK & TRUST,CA,621310,2003-01-06,2003-01-01,84,10,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,62,0
767,LOS ANGELES,CA,90036,BANK OF AMERICA NATL ASSOC,CA,445299,2003-01-06,2003-01-01,36,16,1.0,0,0,0,0,Y,N,P I F,60000.0,30000.0,44,0
768,SALT LAKE CITY,UT,84116,ZIONS FIRST NATIONAL BANK,UT,0,1997-03-03,1997-01-01,300,100,1.0,0,0,0,0,-,N,P I F,950000.0,712500.0,0,0
769,SAN BERNARDINO,CA,92408,BANK OF AMERICA NATL ASSOC,CA,325998,2003-01-06,2003-01-01,60,2,1.0,0,0,0,0,N,N,P I F,20000.0,17000.0,32,0
770,AUSTIN,TX,78705,WELLS FARGO BANK NATL ASSOC,TX,446110,1997-03-03,1997-01-01,300,6,1.0,0,0,0,0,-,N,P I F,190000.0,142500.0,44,0
771,LOS ANGELES,CA,90064,BANK OF AMERICA NATL ASSOC,CA,512210,2003-01-06,2003-01-01,36,6,2.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,51,0
772,LAS VEGAS,NV,89118,BANK OF AMERICA NATL ASSOC,NV,323110,2003-01-10,2003-01-01,0,10,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,32,0
773,SANTA FE,NM,87501,BANK OF AMERICA NATL ASSOC,NM,453930,1997-03-03,1997-01-01,180,16,1.0,0,0,0,0,N,N,P I F,600000.0,450000.0,45,0
774,MONTEBELLO,CA,90640,BANK OF AMERICA NATL ASSOC,CA,448310,2003-01-13,2003-01-01,10,1,1.0,0,0,0,0,N,N,CHGOFF,30000.0,15000.0,44,0
775,DESERT CENTER,CA,92239,CALIFORNIA BANK & TRUST,CA,445120,2003-01-14,2003-01-01,48,3,1.0,0,0,0,0,N,N,P I F,20000.0,10000.0,44,0
776,EAST HAMPTON,CT,6424,CITIZENS BANK NATL ASSOC,RI,233210,1997-03-03,1997-01-01,300,1,1.0,0,0,0,0,-,N,P I F,128000.0,96000.0,23,0
777,SAN DIEGO,CA,92108,CDC SMALL BUS. FINAN CORP,CA,531312,2003-01-14,2003-01-01,36,6,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,53,0
778,FREMONT,CA,94555,WELLS FARGO BANK NATL ASSOC,CA,0,1997-03-03,1997-01-01,120,4,1.0,0,0,0,0,-,N,P I F,170000.0,127500.0,0,0
779,SANTA ANA,CA,92704,WELLS FARGO BANK NATL ASSOC,CA,448190,2003-01-14,2003-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,75000.0,37500.0,44,0
780,DALY CITY,CA,94014,WELLS FARGO BANK NATL ASSOC,CA,443112,2003-01-14,2003-01-01,17,3,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,44,0
781,LONG BEACH,CA,90804,BANK OF AMERICA NATL ASSOC,CA,621320,2003-01-14,2003-01-01,36,10,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,62,0
782,COSTA MESA,CA,92627,WELLS FARGO BANK NATL ASSOC,CA,235310,2003-01-14,2003-01-01,83,9,1.0,0,0,0,0,Y,N,P I F,40000.0,20000.0,23,0
783,ST LOUIS,MO,63132,ST. LOUIS LOCAL DEVEL CO,MO,0,1997-03-03,1997-01-01,84,10,1.0,0,0,0,1,N,N,P I F,150000.0,112500.0,0,0
784,SAN DIEGO,CA,92108,CDC SMALL BUS. FINAN CORP,CA,621111,2003-01-16,2003-01-01,36,2,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,62,0
785,GRAND RAPIDS,MI,49546,UNITED BANK OF MICHIGAN,MI,0,1997-03-03,1997-01-01,72,8,1.0,0,0,0,0,N,N,P I F,630000.0,472500.0,0,0
786,LOS ANGELES,CA,90013,BANK OF AMERICA NATL ASSOC,CA,421940,2003-01-16,2003-01-01,5,10,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,42,0
787,ALSIP,IL,60658,CITIZENS BANK NATL ASSOC,IL,0,1980-07-03,1980-01-01,84,20,2.0,0,0,0,0,N,N,CHGOFF,550000.0,495000.0,0,0
788,LITTLETON,CO,80120,WELLS FARGO BANK NATL ASSOC,CO,451110,2003-01-16,2003-01-01,36,4,1.0,0,0,0,1,Y,N,P I F,60000.0,30000.0,45,0
789,UNION BRIDGE,MD,21791,BRANCH BK. & TR CO,NC,722211,2006-02-08,2006-01-01,240,22,1.0,0,0,0,2,N,N,P I F,210000.0,157500.0,72,0
790,TUSTIN,CA,92780,WELLS FARGO BANK NATL ASSOC,CA,235210,2003-01-23,2003-01-01,7,30,1.0,0,0,0,0,Y,N,CHGOFF,50000.0,25000.0,23,0
791,LYNWOOD,CA,90262,BBCN BANK,CA,441310,2003-01-23,2003-01-01,36,11,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,44,0
792,BLOOMFIELD,CT,48013,BANK OF AMERICA NATL ASSOC,CT,0,1980-06-30,1980-01-01,84,1,2.0,0,0,0,0,N,N,CHGOFF,235000.0,211500.0,0,0
793,GOLDEN,CO,80401,U.S. BANK NATIONAL ASSOCIATION,CO,541620,2003-01-23,2003-01-01,36,5,1.0,0,0,0,1,Y,N,P I F,100000.0,50000.0,54,0
794,SARGENT,TX,77414,BBCN BANK,CA,812990,2006-02-08,2006-01-01,84,1,2.0,1,1,0,1,-,N,P I F,5000.0,4250.0,81,0
795,SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,CA,722410,2003-01-23,2003-01-01,36,20,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,72,0
796,LAGUNA HILLS (LEISURE WORLD),CA,92653,WELLS FARGO BANK NATL ASSOC,CA,522310,2006-02-08,2006-01-01,54,3,2.0,5,3,0,2,Y,N,CHGOFF,50000.0,25000.0,52,-2
797,LAKESIDE,CA,92040,CDC SMALL BUS. FINAN CORP,CA,336312,2003-01-28,2003-01-01,42,3,1.0,0,0,0,2,Y,N,CHGOFF,20000.0,10000.0,33,0
798,LOS ANGELES,CA,90010,BANK OF AMERICA NATL ASSOC,CA,421690,2003-01-30,2003-01-01,4,2,1.0,0,0,0,0,N,N,CHGOFF,100000.0,50000.0,42,0
799,LOS ANGELES,CA,90020,BANK OF AMERICA NATL ASSOC,CA,446120,2003-01-30,2003-01-01,18,2,1.0,0,0,0,0,Y,N,CHGOFF,45000.0,22500.0,44,0
800,HICKORY,NC,28602,COMMUNITYONE BANK NATL ASSOC,NC,238140,2006-02-08,2006-01-01,60,2,1.0,0,2,0,2,-,N,P I F,30000.0,15000.0,23,2
801,BYRON CENTER,MI,49315,THE HUNTINGTON NATIONAL BANK,MI,0,1997-03-03,1997-01-01,84,7,1.0,0,0,0,0,N,N,P I F,200000.0,150000.0,0,0
802,IRVINE,CA,92612,BANK OF AMERICA NATL ASSOC,CA,523930,2003-01-30,2003-01-01,83,4,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,52,0
803,MOUNTAIN VIEW,CA,94043,WELLS FARGO BANK NATL ASSOC,CA,422690,1997-03-03,1997-01-01,84,10,1.0,0,0,0,0,N,N,P I F,175000.0,131250.0,42,0
804,MILLBRAE,CA,94030,WELLS FARGO BANK NATL ASSOC,CA,442299,2003-01-30,2003-01-01,36,3,2.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,44,0
805,WESTBOROUGH,MA,1581,CITIZENS BANK NATL ASSOC,MA,323113,2003-01-31,2003-01-01,84,22,2.0,0,0,0,0,N,N,P I F,200000.0,100000.0,32,0
806,CAMERON PARK,CA,95682,WELLS FARGO BANK NATL ASSOC,CA,722211,2006-02-08,2006-01-01,129,5,2.0,2,5,0,1,N,N,CHGOFF,248000.0,186000.0,72,3
807,PALM DESERT,CA,92211,CDC SMALL BUS. FINAN CORP,CA,235110,2003-02-05,2003-01-01,36,23,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,23,0
808,AMSTERDAM,NY,12010,BANK OF AMERICA NATL ASSOC,NY,423120,2006-02-08,2006-01-01,216,5,2.0,1,5,0,2,-,N,P I F,233700.0,175275.0,42,4
809,ANN ARBOR,MI,48103,"FIRSTMERIT BANK, N.A.",MI,335312,2003-02-06,2003-01-01,97,7,1.0,0,0,0,0,Y,N,P I F,150000.0,75000.0,33,0
810,LOS ANGELES,CA,90013,BANK OF AMERICA NATL ASSOC,CA,421920,2003-02-07,2003-01-01,8,5,1.0,0,0,0,0,Y,N,CHGOFF,150000.0,75000.0,42,0
811,SILER CITY,NC,27344,CAPITAL ONE NATL ASSOC,NC,721110,2006-02-08,2006-01-01,300,4,2.0,4,4,0,1,-,N,P I F,640000.0,480000.0,72,0
812,PHOENIX,AZ,85029,WELLS FARGO BANK NATL ASSOC,IL,541310,2003-02-14,2003-01-01,46,23,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,54,0
813,FAIRVIEW,NJ,7022,BANK OF AMERICA NATL ASSOC,PA,812310,2006-02-08,2006-01-01,120,2,2.0,0,2,0,1,-,N,P I F,170000.0,85000.0,81,2
814,LOS ANGELES,CA,90003,BANK OF AMERICA NATL ASSOC,CA,811113,2003-02-19,2003-01-01,29,2,1.0,0,0,0,0,Y,N,CHGOFF,45000.0,22500.0,81,0
815,SAN LEANDRO,CA,94577,WELLS FARGO BANK NATL ASSOC,CA,448130,2006-02-08,2006-01-01,27,1,1.0,0,1,0,1,Y,N,CHGOFF,30000.0,15000.0,44,1
816,LOS ANGELES,CA,90012,BANK OF AMERICA NATL ASSOC,CA,524210,2003-02-19,2003-01-01,84,2,1.0,0,0,0,0,N,N,P I F,15000.0,7500.0,52,0
817,PEQUOT LAKES,MN,56472,AMER NATL BK OF MINNESOTA,MN,713990,2006-02-08,2006-01-01,45,1,1.0,0,1,0,2,-,N,CHGOFF,330000.0,247500.0,71,1
818,SAN DIEGO,CA,92121,CDC SMALL BUS. FINAN CORP,CA,561790,2003-02-27,2003-01-01,60,22,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,56,0
819,SPARKS,NV,89436,NEVADA ST. DEVEL CORP,NV,447110,2003-02-27,2003-01-01,84,11,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,44,0
820,SAN ANTONIO,TX,78227,WELLS FARGO BANK NATL ASSOC,TX,621210,2006-02-08,2006-01-01,289,5,1.0,5,0,0,1,-,N,P I F,998000.0,748500.0,62,-5
821,DEWITT,IA,52742,FIRST CENTRAL STATE BANK,IA,0,1997-03-03,1997-01-01,60,9,1.0,0,0,1,0,N,Y,P I F,75000.0,60000.0,0,0
822,DENVER,CO,80216,WELLS FARGO BANK NATL ASSOC,CO,332312,2003-02-27,2003-01-01,30,5,1.0,0,0,0,1,Y,N,CHGOFF,100000.0,50000.0,33,0
823,ARLINGTON,TX,76006,JPMORGAN CHASE BANK NATL ASSOC,TX,541990,2006-02-08,2006-01-01,36,7,1.0,0,7,0,1,Y,N,CHGOFF,200000.0,100000.0,54,7
824,IRVINE,CA,92618,BANK OF AMERICA NATL ASSOC,CA,611430,2003-02-27,2003-01-01,83,4,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,61,0
825,AURORA,CO,80012,WELLS FARGO BANK NATL ASSOC,IL,624410,2006-02-08,2006-01-01,37,25,2.0,0,25,0,1,-,N,CHGOFF,150000.0,127500.0,62,25
826,CALDWELL,ID,7006,ZIONS FIRST NATIONAL BANK,ID,722110,2003-02-27,2003-01-01,6,46,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,72,0
827,HOUSTON,TX,77012,JPMORGAN CHASE BANK NATL ASSOC,TX,332710,2003-03-03,2003-01-01,60,4,1.0,0,0,0,0,N,N,P I F,55000.0,27500.0,33,0
828,BERKELEY,CA,94709,WELLS FARGO BANK NATL ASSOC,CA,611699,2006-02-08,2006-01-01,108,2,2.0,4,6,0,1,-,N,P I F,120000.0,102000.0,61,2
829,MINNEAPOLIS,MN,55411,U.S. BANK NATIONAL ASSOCIATION,MN,0,1997-03-03,1997-01-01,83,4,1.0,0,0,0,0,N,N,P I F,150000.0,112500.0,0,0
830,ASTORIA,NY,11102,JPMORGAN CHASE BANK NATL ASSOC,IL,561510,2003-03-03,2003-01-01,84,2,2.0,0,0,0,0,Y,N,P I F,75000.0,37500.0,56,0
831,OREM,UT,84058,ZIONS FIRST NATIONAL BANK,UT,561730,2006-02-08,2006-01-01,21,1,1.0,2,1,0,1,Y,N,CHGOFF,40000.0,20000.0,56,-1
832,DICKSON CITY,PA,18519,FIDELITY DEPOSIT & DISCOUNT BK,PA,234110,1997-03-03,1997-01-01,84,4,2.0,0,0,0,1,N,Y,P I F,50000.0,40000.0,23,0
833,EL PASO,TX,79915,JPMORGAN CHASE BANK NATL ASSOC,TX,235710,2003-03-03,2003-01-01,84,6,1.0,0,0,0,1,Y,N,P I F,20000.0,10000.0,23,0
834,MINNEAPOLIS,MN,55415,U.S. BANK NATIONAL ASSOCIATION,MN,541110,2006-02-08,2006-01-01,39,1,1.0,0,1,0,1,Y,N,CHGOFF,15000.0,7500.0,54,1
835,SAN FRANACISCO,CA,94110,"CAPITAL ACCESS GROUP, INC.",CA,421510,1997-03-03,1997-01-01,240,15,1.0,4,0,0,0,N,N,P I F,566000.0,566000.0,42,-4
836,NORTH LAS VEGAS,NV,89031,BANK OF AMERICA NATL ASSOC,NV,561740,2003-03-03,2003-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,30000.0,15000.0,56,0
837,LINCOLN,NE,68502,UNION BANK AND TRUST COMPANY,NE,511210,2006-02-08,2006-01-01,83,2,1.0,1,1,0,1,Y,N,P I F,100000.0,50000.0,51,0
838,BLOOMINGTON,MN,55425,WELLS FARGO BANK NATL ASSOC,IL,0,1997-03-03,1997-01-01,240,5,1.0,1,4,0,0,N,N,P I F,134000.0,134000.0,0,3
839,LA PUENTE,CA,91744,BANK OF AMERICA NATL ASSOC,CA,811111,2003-03-25,2003-01-01,36,8,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,81,0
840,MILFORD,CT,45150,CITIZENS BANK NATL ASSOC,RI,621111,2006-02-08,2006-01-01,24,1,1.0,1,1,0,2,Y,N,P I F,100000.0,50000.0,62,0
841,LOS ANGELES,CA,90014,BANK OF AMERICA NATL ASSOC,CA,423940,2003-03-25,2003-01-01,36,4,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
842,LAS VEGAS,NV,89118,BANK OF AMERICA NATL ASSOC,NV,524210,2003-03-25,2003-01-01,60,5,1.0,0,0,0,0,N,N,P I F,70000.0,35000.0,52,0
843,HIGHLANDS RANCH,CO,80126,WELLS FARGO BANK NATL ASSOC,CO,541820,2006-02-08,2006-01-01,83,1,1.0,0,1,0,1,Y,N,P I F,30000.0,15000.0,54,1
844,CROTON ON HUDSON,NY,10520,JPMORGAN CHASE BANK NATL ASSOC,IL,812112,2003-03-26,2003-01-01,11,1,2.0,0,0,0,0,N,N,CHGOFF,100000.0,50000.0,81,0
845,FLORAL PARK,NY,11001,JPMORGAN CHASE BANK NATL ASSOC,NY,722320,2003-03-26,2003-01-01,13,1,1.0,0,0,0,0,N,N,P I F,15000.0,7500.0,72,0
846,COLTS NECK,NJ,7722,BANK OF AMERICA NATL ASSOC,NJ,235990,2006-02-08,2006-01-01,84,4,1.0,0,4,0,2,Y,N,P I F,25000.0,12500.0,23,4
847,EL PASO,TX,79901,JPMORGAN CHASE BANK NATL ASSOC,TX,445299,2003-03-27,2003-01-01,60,6,1.0,0,0,0,1,N,N,P I F,40000.0,20000.0,44,0
848,DALLAS,TX,75218,JPMORGAN CHASE BANK NATL ASSOC,TX,621511,2006-02-08,2006-01-01,27,7,1.0,2,9,0,1,Y,N,P I F,100000.0,50000.0,62,7
849,CLIFTON,NJ,7012,BANK OF AMERICA NATL ASSOC,NJ,485320,2003-03-27,2003-01-01,24,6,1.0,0,0,0,0,N,N,CHGOFF,25000.0,12500.0,48,0
850,NESCONSET,NY,11767,BANK OF AMERICA NATL ASSOC,NY,235510,2003-03-27,2003-01-01,84,3,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,23,0
851,BROOKLYN,NY,11237,JPMORGAN CHASE BANK NATL ASSOC,IL,315991,2003-03-28,2003-01-01,36,1,1.0,0,0,0,0,N,N,P I F,35000.0,17500.0,31,0
852,SUTHERLAND,NE,69165,THE HERSHEY STATE BANK,NE,451110,1997-03-03,1997-01-01,60,2,1.0,0,0,0,0,N,Y,P I F,26400.0,21120.0,45,0
853,ISLANDIA,NY,11749,BANK OF AMERICA NATL ASSOC,NY,541618,2003-03-28,2003-01-01,60,3,2.0,0,0,0,0,N,N,P I F,10000.0,5000.0,54,0
854,BOUNTIFUL,UT,84087,ZIONS FIRST NATIONAL BANK,UT,238190,2006-02-08,2006-01-01,84,3,2.0,0,3,0,1,Y,N,P I F,10000.0,5000.0,23,3
855,ISLANDIA,NY,11749,BANK OF AMERICA NATL ASSOC,NY,541618,2003-03-28,2003-01-01,84,3,2.0,0,0,0,0,Y,N,P I F,15000.0,7500.0,54,0
856,UPPER MARLBORO (MARLBORO),MD,20774,BBCN BANK,CA,541430,2006-02-08,2006-01-01,7,3,1.0,2,3,0,1,-,N,P I F,10000.0,8500.0,54,1
857,CLEARWATER,FL,33762,BANK OF AMERICA NATL ASSOC,FL,326199,2003-03-28,2003-01-01,60,12,1.0,0,0,0,0,N,N,P I F,100000.0,50000.0,32,0
858,LOS ANGELES,CA,91345,BANK OF AMERICA NATL ASSOC,CA,531390,2006-02-08,2006-01-01,240,65,1.0,3,65,0,1,-,N,P I F,343000.0,343000.0,53,62
859,TORRANCE,CA,90505,BANK OF AMERICA NATL ASSOC,CA,424990,2003-03-28,2003-01-01,15,2,1.0,0,0,0,0,Y,N,CHGOFF,45000.0,22500.0,42,0
860,COLORADO SPRINGS,CO,80915,WELLS FARGO BANK NATL ASSOC,CO,333515,2003-03-28,2003-01-01,119,9,1.0,0,0,0,1,-,N,P I F,100000.0,50000.0,33,0
861,HOUSTON,TX,77057,JPMORGAN CHASE BANK NATL ASSOC,TX,421450,2006-02-08,2006-01-01,47,5,1.0,3,5,0,1,-,N,P I F,5000.0,4250.0,42,2
862,BLANCO,TX,78606,JPMORGAN CHASE BANK NATL ASSOC,IL,532230,2003-03-31,2003-01-01,84,3,1.0,0,0,0,2,N,N,P I F,63000.0,31500.0,53,0
863,ODIN,IL,62870,PEOPLES NATL BANK NATL ASSOC,IL,621910,2006-02-08,2006-01-01,84,1,1.0,0,0,0,2,N,N,P I F,116000.0,98600.0,62,0
864,BRIGHTON,CO,48116,CITIZENS BANK NATL ASSOC,RI,0,1997-03-03,1997-01-01,120,1,2.0,0,0,0,0,-,N,P I F,118000.0,88500.0,0,0
865,BROWNSVILLE,TX,78521,JPMORGAN CHASE BANK NATL ASSOC,TX,484121,2003-03-31,2003-01-01,52,1,1.0,0,0,0,0,Y,N,CHGOFF,20000.0,10000.0,48,0
866,NORTHPORT,AL,11768,BANK OF AMERICA NATL ASSOC,AL,448140,2003-03-31,2003-01-01,84,1,2.0,0,0,0,0,Y,N,P I F,35000.0,17500.0,44,0
867,IRVING,TX,75038,JPMORGAN CHASE BANK NATL ASSOC,TX,541511,1997-03-03,1997-01-01,2,19,1.0,0,0,0,0,-,N,P I F,600000.0,450000.0,54,0
868,NEW BRAUNFELS,TX,78130,FIRST COMM. BANK NATL ASSOC,TX,235510,2003-03-31,2003-01-01,60,12,1.0,0,0,0,2,N,N,P I F,35000.0,17500.0,23,0
869,HOUSTON,TX,77034,JPMORGAN CHASE BANK NATL ASSOC,TX,624410,2003-03-31,2003-01-01,60,16,2.0,0,0,0,0,N,N,P I F,90000.0,45000.0,62,0
870,HOUSTON,TX,77091,JPMORGAN CHASE BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,60,10,1.0,0,0,0,0,-,N,P I F,50000.0,25000.0,0,0
871,BROOKLYN,NY,11204,JPMORGAN CHASE BANK NATL ASSOC,IL,442110,2003-03-31,2003-01-01,84,3,2.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,44,0
872,SHELBYVILLE,IN,75973,"PNC BANK, NATIONAL ASSOCIATION",KY,0,1997-03-03,1997-01-01,120,2,2.0,0,0,0,0,N,N,P I F,161000.0,120750.0,0,0
873,SPRING,TX,77380,JPMORGAN CHASE BANK NATL ASSOC,TX,541410,2003-04-01,2003-01-01,12,3,2.0,0,0,0,0,N,N,CHGOFF,100000.0,50000.0,54,0
874,ST. CLOUD,MN,34769,STEARNS BK NATL ASSOC,MN,0,1997-03-03,1997-01-01,84,4,2.0,0,0,0,0,N,Y,P I F,80000.0,64000.0,0,0
875,BELLEROSE,NY,11426,BANK OF AMERICA NATL ASSOC,NY,422410,2003-04-01,2003-01-01,84,1,1.0,0,0,0,0,Y,N,P I F,35000.0,17500.0,42,0
876,EAST NORTHPORT,NY,11713,JPMORGAN CHASE BANK NATL ASSOC,IL,445299,2003-04-01,2003-01-01,60,1,2.0,0,0,1,0,N,N,P I F,130000.0,65000.0,44,0
877,WEST HARTFORD,CT,6110,BANK OF AMERICA NATL ASSOC,CT,621210,1997-03-03,1997-01-01,120,4,1.0,0,0,0,0,N,Y,P I F,85000.0,68000.0,62,0
878,STATEN ISLAND,NY,10306,JPMORGAN CHASE BANK NATL ASSOC,NY,454390,2003-04-02,2003-01-01,60,1,1.0,0,0,0,0,N,N,P I F,35300.0,17650.0,45,0
879,STATEN ISLAND,NY,10306,JPMORGAN CHASE BANK NATL ASSOC,NY,454390,2003-04-02,2003-01-01,84,1,1.0,0,0,0,0,Y,N,P I F,14000.0,7000.0,45,0
880,LAURELTON,NY,11413,BANCO POPULAR NORTH AMERICA,NY,485320,2003-04-02,2003-01-01,60,6,1.0,0,0,0,0,N,N,P I F,30000.0,15000.0,48,0
881,LARAMIE,WY,82070,CAPITAL WEST BANK,WY,541940,1997-03-03,1997-01-01,180,6,1.0,0,0,0,0,N,N,P I F,245000.0,183750.0,54,0
882,NORTH RICHLAND HILLS,TX,76180,JPMORGAN CHASE BANK NATL ASSOC,TX,541612,2003-04-02,2003-01-01,60,1,1.0,0,0,0,1,N,N,P I F,25000.0,12500.0,54,0
883,BISMARCK,ND,58504,AMERICAN BANK CENTER,ND,621310,1997-03-03,1997-01-01,60,4,1.0,0,0,0,0,N,Y,P I F,16200.0,12960.0,62,0
884,NEW YORK,NY,10019,JPMORGAN CHASE BANK NATL ASSOC,NY,446191,2003-04-04,2003-01-01,84,4,1.0,0,0,0,0,N,N,P I F,25000.0,12500.0,44,0
885,WARWICK,RI,2889,CITIZENS BANK NATL ASSOC,RI,0,1997-03-03,1997-01-01,120,45,1.0,0,0,1,0,N,Y,P I F,100000.0,80000.0,0,0
886,STATEN ISLAND,NY,10314,JPMORGAN CHASE BANK NATL ASSOC,NY,532490,2003-04-04,2003-01-01,84,3,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,53,0
887,OCALA,FL,34471,BANK OF AMERICA NATL ASSOC,NC,0,1997-03-03,1997-01-01,180,1,2.0,0,0,0,0,N,N,P I F,318000.0,238500.0,0,0
